job_title,company_name,location,skill_required,salary
Tutor,Infosys,Delhi,Mentoring,37119
Web Developer,Pfizer,Berlin,JavaScript,99967
Researcher,Disney,Chicago,Data Analysis,84826
Receptionist,Accenture,Delhi,Front Desk,47656
Tax Consultant,Meta,Sydney,Tax Filing,58545
Data Scientist,Amazon,Sydney,Machine Learning,157431
Web Developer,Wipro,Berlin,JavaScript,101732
Accountant,Wipro,Paris,Bookkeeping,86676
Doctor,Wipro,Delhi,Surgery,220628
Writer,Sony,Berlin,Creative Writing,61105
Chef,BMW,Tokyo,Culinary Arts,43443
Software Engineer,Accenture,Bangalore,Python,75713
Construction Worker,Tesla,Los Angeles,Masonry,36493
Legal Advisor,Amazon,Paris,Contract Drafting,93719
Investment Banker,JPMorgan,Paris,Valuation,111067
Investment Banker,Tesla,Sydney,Valuation,172682
Support Specialist,EY,Dubai,Troubleshooting,42512
Legal Advisor,EY,San Francisco,Contract Drafting,126070
Web Developer,EY,London,JavaScript,55518
Accountant,Disney,Sydney,Bookkeeping,81455
Operations Manager,Coca Cola,Delhi,Process Optimization,80021
Compliance Officer,Pfizer,Chicago,Regulation,66835
Software Engineer,Tesla,Delhi,Python,132439
Pilot,EY,Dubai,Navigation,144031
Operations Manager,BMW,Berlin,Process Optimization,133740
Video Editor,BMW,Berlin,Premiere Pro,78519
Doctor,McDonald's,Delhi,Surgery,273351
Writer,Deloitte,Los Angeles,Creative Writing,68349
Welder,Wipro,Delhi,Arc Welding,49795
Welder,HSBC,Toronto,Arc Welding,61050
Compliance Officer,McDonald's,Sydney,Regulation,103138
Professor,Apple,Los Angeles,Research,147450
Psychologist,McDonald's,Singapore,Counseling,103335
Compliance Officer,JPMorgan,London,Regulation,105683
Marketing Manager,McDonald's,Singapore,SEO,120009
Lawyer,Deloitte,Los Angeles,Litigation,152789
Psychologist,Sony,Singapore,Counseling,64054
Construction Worker,McDonald's,San Francisco,Masonry,48855
Cybersecurity Analyst,Deloitte,Berlin,Network Security,99901
Paralegal,Pfizer,New York,Legal Research,45774
Graphic Designer,Wipro,London,Photoshop,44423
Accountant,Microsoft,Singapore,Bookkeeping,44034
Video Editor,HSBC,Sydney,Premiere Pro,60087
Financial Analyst,Amazon,Toronto,Excel Modeling,57967
Psychologist,Apple,Los Angeles,Counseling,106324
Writer,BMW,Paris,Creative Writing,67908
Cloud Engineer,HSBC,London,AWS,107593
Researcher,Google,London,Data Analysis,116912
Sales Manager,Microsoft,Delhi,Negotiation,111376
Animator,Wipro,New York,3D Animation,71722
Receptionist,Apple,San Francisco,Front Desk,27770
Doctor,KPMG,Bangalore,Surgery,171971
Psychologist,Apple,Dubai,Counseling,117218
Call Center Agent,Sony,London,Customer Handling,32894
Lawyer,Coca Cola,Paris,Litigation,100125
Construction Worker,Accenture,Los Angeles,Masonry,20261
Photographer,Deloitte,Dubai,Photography,41001
Researcher,Wipro,Chicago,Data Analysis,101124
Researcher,Meta,Tokyo,Data Analysis,91942
Farmer,McDonald's,Tokyo,Crop Management,30185
Nurse,JPMorgan,Sydney,Patient Care,76423
Waiter,Sony,Dubai,Hospitality,34796
Chef,Sony,Delhi,Culinary Arts,66003
Radiologist,Apple,Singapore,Imaging,249082
Investment Banker,Wipro,Tokyo,Valuation,194539
Compliance Officer,JPMorgan,Toronto,Regulation,109684
Radiologist,Apple,London,Imaging,230164
Web Developer,McDonald's,London,JavaScript,56480
Legal Advisor,Wipro,London,Contract Drafting,81498
Chef,Sony,Singapore,Culinary Arts,81472
Chef,HSBC,Singapore,Culinary Arts,51466
Teacher,EY,London,Classroom Management,73391
Cloud Engineer,JPMorgan,Bangalore,AWS,143486
Receptionist,Meta,Sydney,Front Desk,55125
Legal Advisor,Sony,San Francisco,Contract Drafting,73617
Auditor,Meta,Bangalore,Compliance,65055
Radiologist,Infosys,Bangalore,Imaging,183230
Pilot,Infosys,Sydney,Navigation,125785
Radiologist,EY,London,Imaging,234855
Psychologist,Coca Cola,Toronto,Counseling,128477
HR Manager,Amazon,San Francisco,Recruitment,83340
Lawyer,Amazon,Tokyo,Litigation,92263
Welder,Tesla,Sydney,Arc Welding,43693
Graphic Designer,Infosys,Bangalore,Photoshop,84196
Investment Banker,McDonald's,New York,Valuation,101667
Legal Advisor,Sony,Dubai,Contract Drafting,95160
Lawyer,Infosys,Paris,Litigation,155613
Operations Manager,Tesla,Sydney,Process Optimization,92943
Video Editor,Infosys,San Francisco,Premiere Pro,44978
Accountant,Deloitte,Paris,Bookkeeping,99912
Support Specialist,Infosys,Dubai,Troubleshooting,61271
Financial Analyst,Microsoft,Berlin,Excel Modeling,53348
Writer,Sony,Bangalore,Creative Writing,67152
Video Editor,Tesla,Dubai,Premiere Pro,57886
Project Manager,Meta,Bangalore,Agile,137591
Call Center Agent,Meta,London,Customer Handling,43977
Graphic Designer,Coca Cola,Berlin,Photoshop,80919
Lawyer,HSBC,Dubai,Litigation,118692
Legal Advisor,Wipro,Los Angeles,Contract Drafting,113133
Sales Manager,Amazon,Paris,Negotiation,77755
Construction Worker,BMW,London,Masonry,34625
Operations Manager,Apple,London,Process Optimization,147535
HR Manager,Infosys,New York,Recruitment,80739
Investment Banker,Amazon,Toronto,Valuation,179441
Legal Advisor,Microsoft,Tokyo,Contract Drafting,86406
Software Engineer,KPMG,San Francisco,Python,101484
Sales Manager,Microsoft,Toronto,Negotiation,114714
Photographer,Deloitte,Sydney,Photography,63842
Cybersecurity Analyst,HSBC,Tokyo,Network Security,100947
Tax Consultant,Sony,London,Tax Filing,97936
Librarian,Microsoft,Dubai,Cataloguing,63527
Researcher,EY,Tokyo,Data Analysis,103994
Teacher,Deloitte,Singapore,Classroom Management,70698
Web Developer,Pfizer,Los Angeles,JavaScript,83018
Compliance Officer,EY,Tokyo,Regulation,90760
Cashier,Infosys,Bangalore,Billing,45873
Lawyer,Disney,Berlin,Litigation,80097
Financial Analyst,EY,Berlin,Excel Modeling,61335
Auditor,Amazon,Delhi,Compliance,92126
Mechanic,Accenture,New York,Engine Repair,46596
Waiter,JPMorgan,Chicago,Hospitality,36711
Support Specialist,Meta,Sydney,Troubleshooting,56376
Marketing Manager,Sony,New York,SEO,78583
Psychologist,BMW,San Francisco,Counseling,88230
Web Developer,Google,Dubai,JavaScript,54806
Writer,Apple,Paris,Creative Writing,53440
Software Engineer,Meta,Paris,Python,75075
Radiologist,Disney,Bangalore,Imaging,175069
Data Scientist,Deloitte,New York,Machine Learning,147976
Waiter,McDonald's,New York,Hospitality,25928
Animator,Microsoft,Dubai,3D Animation,63902
Carpenter,KPMG,Toronto,Woodworking,44399
Graphic Designer,HSBC,Chicago,Photoshop,81255
Marketing Manager,BMW,Bangalore,SEO,72226
Pharmacist,Tesla,Toronto,Pharmacology,99744
Web Developer,Tesla,New York,JavaScript,53583
Psychologist,Tesla,San Francisco,Counseling,105523
Carpenter,KPMG,Toronto,Woodworking,56352
Nurse,Deloitte,Sydney,Patient Care,79196
Nurse,Microsoft,London,Patient Care,54478
Data Scientist,Microsoft,Sydney,Machine Learning,129692
Lawyer,Pfizer,London,Litigation,131546
Researcher,Tesla,London,Data Analysis,104822
Plumber,HSBC,San Francisco,Pipe Fitting,38763
Cybersecurity Analyst,Deloitte,San Francisco,Network Security,109460
Driver,Sony,New York,Driving,52492
Driver,EY,London,Driving,42954
Construction Worker,KPMG,Dubai,Masonry,57473
Writer,Sony,Tokyo,Creative Writing,41500
Receptionist,BMW,Toronto,Front Desk,27823
Legal Advisor,Infosys,Berlin,Contract Drafting,141216
Cloud Engineer,Microsoft,Dubai,AWS,150449
Nurse,Microsoft,Paris,Patient Care,65366
Librarian,Wipro,Chicago,Cataloguing,43475
Radiologist,Accenture,Chicago,Imaging,230050
Accountant,JPMorgan,Toronto,Bookkeeping,42303
Paralegal,Meta,Sydney,Legal Research,46139
Legal Advisor,Apple,New York,Contract Drafting,107638
Teacher,BMW,Dubai,Classroom Management,75645
Researcher,JPMorgan,Dubai,Data Analysis,108023
Cybersecurity Analyst,Amazon,Delhi,Network Security,129138
Plumber,Coca Cola,Berlin,Pipe Fitting,60156
Animator,Deloitte,Los Angeles,3D Animation,61577
Professor,HSBC,Toronto,Research,98888
HR Manager,EY,Delhi,Recruitment,94127
Marketing Manager,Accenture,Bangalore,SEO,86710
Legal Advisor,Wipro,Delhi,Contract Drafting,79154
Pharmacist,JPMorgan,Dubai,Pharmacology,73724
Software Engineer,Pfizer,Singapore,Python,127182
Librarian,BMW,New York,Cataloguing,64572
Legal Advisor,Amazon,Bangalore,Contract Drafting,134386
Professor,Disney,Chicago,Research,79104
Software Engineer,HSBC,Chicago,Python,148657
Investment Banker,Accenture,Sydney,Valuation,142583
Doctor,Apple,Chicago,Surgery,266124
Accountant,Meta,Toronto,Bookkeeping,87728
Nurse,Tesla,Bangalore,Patient Care,44947
Receptionist,Coca Cola,Delhi,Front Desk,48380
Mechanic,Pfizer,Singapore,Engine Repair,47582
Operations Manager,Meta,New York,Process Optimization,146026
Photographer,Amazon,Berlin,Photography,44180
Mechanic,Sony,Delhi,Engine Repair,51619
Waiter,Coca Cola,Sydney,Hospitality,27761
Financial Analyst,BMW,Paris,Excel Modeling,65535
Nurse,Disney,Berlin,Patient Care,59877
Project Manager,EY,Toronto,Agile,80135
Writer,Deloitte,Bangalore,Creative Writing,41628
Chef,EY,Singapore,Culinary Arts,85803
Sales Manager,Deloitte,Sydney,Negotiation,130273
Sales Manager,Deloitte,Sydney,Negotiation,77297
Construction Worker,Amazon,Bangalore,Masonry,20778
Lawyer,Amazon,Delhi,Litigation,95094
Construction Worker,Meta,Tokyo,Masonry,44211
Pharmacist,Deloitte,New York,Pharmacology,52404
Researcher,JPMorgan,Bangalore,Data Analysis,114543
Web Developer,McDonald's,Bangalore,JavaScript,99014
Photographer,Google,Bangalore,Photography,76816
Investment Banker,Wipro,Paris,Valuation,132054
Accountant,HSBC,Tokyo,Bookkeeping,42549
Researcher,JPMorgan,Chicago,Data Analysis,66899
Psychologist,Sony,New York,Counseling,101784
Marketing Manager,Wipro,Chicago,SEO,88626
Cybersecurity Analyst,Apple,Paris,Network Security,111992
Marketing Manager,Sony,Sydney,SEO,76063
Pilot,EY,Bangalore,Navigation,162269
Investment Banker,Coca Cola,Paris,Valuation,123715
Professor,Tesla,Tokyo,Research,118788
Investment Banker,HSBC,Sydney,Valuation,190555
Operations Manager,McDonald's,Chicago,Process Optimization,74121
Photographer,Wipro,Bangalore,Photography,69049
Data Scientist,Meta,Dubai,Machine Learning,88077
Web Developer,JPMorgan,Dubai,JavaScript,114658
Cybersecurity Analyst,Google,Dubai,Network Security,104827
Mechanic,BMW,Delhi,Engine Repair,38475
Financial Analyst,McDonald's,Bangalore,Excel Modeling,72924
Psychologist,EY,Sydney,Counseling,97245
Sales Manager,Sony,Bangalore,Negotiation,81256
Tutor,KPMG,Tokyo,Mentoring,28142
Graphic Designer,Disney,Berlin,Photoshop,44994
Financial Analyst,Disney,New York,Excel Modeling,55218
Waiter,Microsoft,New York,Hospitality,30933
Animator,Sony,Paris,3D Animation,62739
Psychologist,BMW,Delhi,Counseling,84330
Receptionist,Meta,Paris,Front Desk,52174
Mechanic,Coca Cola,Berlin,Engine Repair,67510
Carpenter,BMW,Tokyo,Woodworking,56171
Writer,Meta,Singapore,Creative Writing,57666
Plumber,Sony,Los Angeles,Pipe Fitting,47395
Pilot,BMW,Singapore,Navigation,180959
Nurse,Microsoft,San Francisco,Patient Care,53568
Cashier,KPMG,Dubai,Billing,26463
Driver,Microsoft,Sydney,Driving,49063
Tax Consultant,EY,Toronto,Tax Filing,85068
Pharmacist,Deloitte,Sydney,Pharmacology,58443
Librarian,Deloitte,San Francisco,Cataloguing,65636
Chef,Infosys,New York,Culinary Arts,93181
Compliance Officer,BMW,London,Regulation,112968
Receptionist,Sony,New York,Front Desk,50912
Sales Manager,Wipro,Delhi,Negotiation,78105
HR Manager,Wipro,New York,Recruitment,78230
Software Engineer,Microsoft,Delhi,Python,74806
Researcher,KPMG,Paris,Data Analysis,83803
Tax Consultant,BMW,Singapore,Tax Filing,64881
Plumber,Meta,Los Angeles,Pipe Fitting,59514
Financial Analyst,HSBC,London,Excel Modeling,59151
Carpenter,Coca Cola,Chicago,Woodworking,51204
Tax Consultant,Wipro,San Francisco,Tax Filing,81874
Teacher,Coca Cola,Los Angeles,Classroom Management,42559
Mechanic,Disney,London,Engine Repair,66654
Cashier,Wipro,Chicago,Billing,34828
Accountant,BMW,Dubai,Bookkeeping,44309
Tax Consultant,EY,Paris,Tax Filing,87197
Web Developer,McDonald's,Bangalore,JavaScript,91153
Nurse,Apple,London,Patient Care,44611
Construction Worker,EY,Los Angeles,Masonry,57844
Software Engineer,Google,London,Python,132697
Marketing Manager,Accenture,San Francisco,SEO,86519
Librarian,McDonald's,Toronto,Cataloguing,38316
Farmer,JPMorgan,Sydney,Crop Management,37040
Doctor,BMW,Chicago,Surgery,120947
Psychologist,Microsoft,Singapore,Counseling,95521
Data Scientist,Google,Berlin,Machine Learning,146324
Support Specialist,Meta,Singapore,Troubleshooting,32579
Web Developer,Amazon,Delhi,JavaScript,58663
Lawyer,Wipro,Chicago,Litigation,166568
Teacher,Accenture,Tokyo,Classroom Management,42278
Software Engineer,BMW,Chicago,Python,97834
Lawyer,JPMorgan,Toronto,Litigation,169149
Financial Analyst,McDonald's,Sydney,Excel Modeling,88918
Operations Manager,Accenture,Singapore,Process Optimization,139098
Pilot,Disney,Paris,Navigation,201981
Teacher,HSBC,Toronto,Classroom Management,30737
Plumber,Disney,Dubai,Pipe Fitting,75809
Radiologist,Microsoft,London,Imaging,213136
Receptionist,EY,London,Front Desk,37163
Pilot,JPMorgan,Bangalore,Navigation,243507
Librarian,Accenture,Berlin,Cataloguing,44196
Video Editor,JPMorgan,Bangalore,Premiere Pro,74510
Tax Consultant,HSBC,Dubai,Tax Filing,76735
Professor,Pfizer,Paris,Research,114964
Cybersecurity Analyst,Wipro,Toronto,Network Security,125427
Pharmacist,HSBC,San Francisco,Pharmacology,65995
Auditor,Tesla,Paris,Compliance,105540
Cybersecurity Analyst,Sony,San Francisco,Network Security,117046
Auditor,Sony,Paris,Compliance,89802
Carpenter,Infosys,London,Woodworking,30871
Psychologist,Disney,Sydney,Counseling,75455
Receptionist,Microsoft,Singapore,Front Desk,51608
Construction Worker,Deloitte,Toronto,Masonry,26654
Compliance Officer,BMW,Berlin,Regulation,90116
Electrician,Amazon,Singapore,Wiring,47360
Photographer,Pfizer,Tokyo,Photography,40667
Call Center Agent,Deloitte,London,Customer Handling,34063
Receptionist,Microsoft,New York,Front Desk,50649
Mechanic,Deloitte,Sydney,Engine Repair,43462
Data Scientist,BMW,San Francisco,Machine Learning,141835
Driver,Tesla,Tokyo,Driving,55423
Writer,Deloitte,Los Angeles,Creative Writing,42426
Librarian,JPMorgan,Los Angeles,Cataloguing,66619
Pharmacist,Meta,San Francisco,Pharmacology,86245
Electrician,Wipro,London,Wiring,32249
Animator,McDonald's,Dubai,3D Animation,81092
Software Engineer,Accenture,Tokyo,Python,72826
Auditor,Microsoft,Bangalore,Compliance,69680
Pharmacist,Google,Delhi,Pharmacology,61098
Sales Manager,Deloitte,San Francisco,Negotiation,121049
Plumber,KPMG,Sydney,Pipe Fitting,40513
Software Engineer,McDonald's,London,Python,97645
Web Developer,Disney,Dubai,JavaScript,77282
Judge,KPMG,Delhi,Judicial Review,222065
Cybersecurity Analyst,Coca Cola,Chicago,Network Security,126813
Compliance Officer,HSBC,Toronto,Regulation,111369
Financial Analyst,Deloitte,Berlin,Excel Modeling,83270
Pilot,Tesla,Berlin,Navigation,121069
Call Center Agent,Sony,Bangalore,Customer Handling,36079
Accountant,Deloitte,Toronto,Bookkeeping,94434
Receptionist,Infosys,Berlin,Front Desk,32054
Receptionist,Pfizer,Sydney,Front Desk,36355
Sales Manager,HSBC,New York,Negotiation,73321
Animator,Accenture,Tokyo,3D Animation,50549
Paralegal,HSBC,Delhi,Legal Research,65522
Photographer,Meta,London,Photography,54968
Photographer,BMW,Bangalore,Photography,84120
Judge,JPMorgan,New York,Judicial Review,241511
Lawyer,KPMG,Bangalore,Litigation,174848
Software Engineer,Google,London,Python,97528
Pilot,KPMG,Singapore,Navigation,167029
Lawyer,KPMG,London,Litigation,124029
Marketing Manager,Apple,Dubai,SEO,78576
Receptionist,KPMG,New York,Front Desk,31741
Construction Worker,Meta,Berlin,Masonry,45535
Marketing Manager,Tesla,Dubai,SEO,106381
HR Manager,Coca Cola,Sydney,Recruitment,110219
Cashier,Microsoft,Los Angeles,Billing,34237
Receptionist,Apple,Berlin,Front Desk,54881
Pharmacist,KPMG,Berlin,Pharmacology,90150
Mechanic,Google,Dubai,Engine Repair,42120
Electrician,McDonald's,New York,Wiring,39808
Plumber,McDonald's,Singapore,Pipe Fitting,57971
Marketing Manager,Meta,Paris,SEO,106219
Farmer,Meta,Sydney,Crop Management,33787
Tax Consultant,Meta,New York,Tax Filing,63123
Paralegal,Deloitte,London,Legal Research,55633
Support Specialist,McDonald's,Los Angeles,Troubleshooting,50956
Cashier,Amazon,New York,Billing,26335
Photographer,BMW,Chicago,Photography,59518
Investment Banker,Disney,Berlin,Valuation,186343
Tax Consultant,Sony,New York,Tax Filing,56843
Video Editor,Google,New York,Premiere Pro,96557
Tax Consultant,Deloitte,London,Tax Filing,91541
Data Scientist,HSBC,Sydney,Machine Learning,144468
Animator,BMW,London,3D Animation,65967
Support Specialist,McDonald's,Toronto,Troubleshooting,44418
Data Scientist,Amazon,New York,Machine Learning,148169
Legal Advisor,Disney,Bangalore,Contract Drafting,130034
Financial Analyst,Wipro,Delhi,Excel Modeling,101185
Electrician,Tesla,New York,Wiring,61354
Tax Consultant,Accenture,Delhi,Tax Filing,84875
Receptionist,JPMorgan,Tokyo,Front Desk,50175
Sales Manager,Apple,Bangalore,Negotiation,88024
Radiologist,EY,Singapore,Imaging,139777
Sales Manager,Google,Berlin,Negotiation,101329
Cashier,McDonald's,Sydney,Billing,37563
Teacher,HSBC,Toronto,Classroom Management,37008
Operations Manager,McDonald's,Chicago,Process Optimization,92418
Pilot,JPMorgan,Tokyo,Navigation,126478
Cashier,Apple,Paris,Billing,24353
Psychologist,Tesla,Berlin,Counseling,128757
Carpenter,Accenture,Dubai,Woodworking,36725
Operations Manager,Amazon,New York,Process Optimization,72708
Investment Banker,Tesla,Toronto,Valuation,195162
Software Engineer,Apple,Bangalore,Python,74205
Video Editor,Wipro,Chicago,Premiere Pro,62946
Paralegal,Wipro,Toronto,Legal Research,35086
Driver,Wipro,Singapore,Driving,41871
Waiter,Microsoft,London,Hospitality,22095
Cashier,Meta,Toronto,Billing,48004
Cashier,Amazon,Paris,Billing,47367
Teacher,Sony,New York,Classroom Management,72319
Writer,McDonald's,London,Creative Writing,48078
Marketing Manager,HSBC,Delhi,SEO,113412
Pilot,Accenture,Dubai,Navigation,147708
Lawyer,Disney,New York,Litigation,93095
Plumber,Accenture,New York,Pipe Fitting,79687
Farmer,KPMG,Dubai,Crop Management,27874
Teacher,BMW,New York,Classroom Management,54874
Support Specialist,Accenture,New York,Troubleshooting,34595
Professor,Microsoft,Toronto,Research,128183
Compliance Officer,Amazon,Chicago,Regulation,100797
Tax Consultant,Infosys,New York,Tax Filing,60362
Writer,Deloitte,Los Angeles,Creative Writing,56695
HR Manager,McDonald's,Chicago,Recruitment,78971
Researcher,Sony,Tokyo,Data Analysis,102525
Welder,Accenture,San Francisco,Arc Welding,44157
Legal Advisor,Apple,Dubai,Contract Drafting,83675
Plumber,Apple,San Francisco,Pipe Fitting,33346
Nurse,Google,San Francisco,Patient Care,53219
Data Scientist,BMW,New York,Machine Learning,99273
Project Manager,Sony,New York,Agile,77587
Receptionist,JPMorgan,Los Angeles,Front Desk,44238
Software Engineer,Infosys,Chicago,Python,131979
Tax Consultant,Coca Cola,Los Angeles,Tax Filing,73039
Pilot,Sony,Toronto,Navigation,206875
Tutor,Pfizer,Berlin,Mentoring,20012
Teacher,Apple,New York,Classroom Management,39090
Receptionist,BMW,Dubai,Front Desk,32066
Animator,BMW,Chicago,3D Animation,70216
Professor,Pfizer,Berlin,Research,84310
Pilot,Google,Toronto,Navigation,145547
Researcher,Sony,Delhi,Data Analysis,119764
Cashier,Pfizer,Bangalore,Billing,45748
Radiologist,Apple,Singapore,Imaging,167175
Cybersecurity Analyst,Google,London,Network Security,81199
Cashier,Tesla,Toronto,Billing,24257
Project Manager,Meta,Bangalore,Agile,110170
Web Developer,KPMG,San Francisco,JavaScript,63849
Cybersecurity Analyst,Coca Cola,Paris,Network Security,134349
Mechanic,HSBC,San Francisco,Engine Repair,60996
Marketing Manager,Tesla,New York,SEO,90424
Support Specialist,McDonald's,San Francisco,Troubleshooting,36137
Operations Manager,Disney,Berlin,Process Optimization,143866
Teacher,Pfizer,New York,Classroom Management,74762
Teacher,McDonald's,San Francisco,Classroom Management,73178
Welder,Coca Cola,Bangalore,Arc Welding,31410
Plumber,HSBC,Sydney,Pipe Fitting,66700
Support Specialist,Infosys,Delhi,Troubleshooting,32616
Accountant,Pfizer,Toronto,Bookkeeping,45086
Project Manager,KPMG,Berlin,Agile,133791
Carpenter,BMW,Berlin,Woodworking,58122
Photographer,McDonald's,Los Angeles,Photography,57147
Welder,Meta,Chicago,Arc Welding,32444
Cloud Engineer,Deloitte,Sydney,AWS,131898
Construction Worker,JPMorgan,Dubai,Masonry,34616
Web Developer,Google,Delhi,JavaScript,119673
Writer,Disney,Tokyo,Creative Writing,58290
Waiter,Wipro,Los Angeles,Hospitality,24960
Construction Worker,Coca Cola,Los Angeles,Masonry,54145
Marketing Manager,Pfizer,Sydney,SEO,124476
Pharmacist,Infosys,Toronto,Pharmacology,76681
Compliance Officer,Microsoft,Tokyo,Regulation,102473
Support Specialist,EY,Delhi,Troubleshooting,61879
Librarian,Infosys,London,Cataloguing,39364
Plumber,Sony,Paris,Pipe Fitting,58169
Software Engineer,JPMorgan,Paris,Python,146729
Compliance Officer,Wipro,Berlin,Regulation,83281
Compliance Officer,Pfizer,Paris,Regulation,108325
Cashier,BMW,San Francisco,Billing,42202
Software Engineer,Coca Cola,New York,Python,83826
Construction Worker,Disney,London,Masonry,31321
Professor,Amazon,Berlin,Research,120008
Psychologist,Apple,Toronto,Counseling,94782
Plumber,Apple,Delhi,Pipe Fitting,56309
Electrician,Amazon,Paris,Wiring,58966
Photographer,EY,Los Angeles,Photography,35443
Judge,Tesla,Los Angeles,Judicial Review,236659
Paralegal,HSBC,Tokyo,Legal Research,60990
Compliance Officer,McDonald's,Tokyo,Regulation,78910
Waiter,Disney,Delhi,Hospitality,22117
Video Editor,Infosys,San Francisco,Premiere Pro,74434
Nurse,Disney,Dubai,Patient Care,45440
Receptionist,Wipro,Singapore,Front Desk,39252
Electrician,HSBC,Los Angeles,Wiring,40442
Farmer,Apple,Bangalore,Crop Management,38857
Photographer,Sony,Los Angeles,Photography,51330
Video Editor,Apple,Tokyo,Premiere Pro,93891
Carpenter,Infosys,Toronto,Woodworking,41051
Construction Worker,Tesla,New York,Masonry,24150
Electrician,Tesla,Berlin,Wiring,66696
Welder,HSBC,Paris,Arc Welding,42315
Radiologist,Google,Berlin,Imaging,162176
Writer,KPMG,San Francisco,Creative Writing,53526
Driver,Deloitte,San Francisco,Driving,43450
Auditor,Tesla,Berlin,Compliance,74543
Financial Analyst,Disney,Berlin,Excel Modeling,58944
Accountant,Accenture,New York,Bookkeeping,91055
Photographer,KPMG,Berlin,Photography,71876
Plumber,Wipro,Dubai,Pipe Fitting,65618
Nurse,Wipro,London,Patient Care,68651
Plumber,JPMorgan,Toronto,Pipe Fitting,43968
HR Manager,JPMorgan,Dubai,Recruitment,119948
Writer,Meta,Dubai,Creative Writing,44346
Accountant,JPMorgan,London,Bookkeeping,60759
Tutor,EY,Delhi,Mentoring,30245
Investment Banker,Pfizer,Tokyo,Valuation,108584
Judge,Sony,San Francisco,Judicial Review,174201
Call Center Agent,McDonald's,London,Customer Handling,22704
Sales Manager,Amazon,Chicago,Negotiation,90616
Marketing Manager,Microsoft,Los Angeles,SEO,75248
Pharmacist,McDonald's,Singapore,Pharmacology,91086
Cashier,KPMG,New York,Billing,37026
HR Manager,McDonald's,Tokyo,Recruitment,85570
Photographer,Apple,San Francisco,Photography,39474
Plumber,Apple,Toronto,Pipe Fitting,38555
Web Developer,BMW,Paris,JavaScript,69173
Carpenter,Disney,Berlin,Woodworking,26362
Data Scientist,HSBC,Los Angeles,Machine Learning,71542
Compliance Officer,KPMG,Delhi,Regulation,62825
Paralegal,Pfizer,Singapore,Legal Research,64599
Psychologist,Tesla,London,Counseling,94146
Researcher,Google,Toronto,Data Analysis,71205
Cloud Engineer,Coca Cola,Delhi,AWS,142388
Plumber,Microsoft,Delhi,Pipe Fitting,72863
Psychologist,Disney,Singapore,Counseling,109131
Electrician,Sony,Los Angeles,Wiring,64697
Graphic Designer,Meta,San Francisco,Photoshop,53567
Psychologist,KPMG,London,Counseling,73106
Cashier,Deloitte,Sydney,Billing,24265
Plumber,Deloitte,London,Pipe Fitting,51947
Software Engineer,Sony,Bangalore,Python,125123
Tax Consultant,KPMG,Los Angeles,Tax Filing,66832
Waiter,Pfizer,Los Angeles,Hospitality,24084
Project Manager,Disney,San Francisco,Agile,97743
Marketing Manager,Deloitte,Dubai,SEO,114630
Pharmacist,Sony,New York,Pharmacology,115955
Driver,Accenture,San Francisco,Driving,59601
Investment Banker,JPMorgan,Toronto,Valuation,129629
Farmer,McDonald's,Dubai,Crop Management,27720
Video Editor,Wipro,Singapore,Premiere Pro,97293
Web Developer,Pfizer,Dubai,JavaScript,101555
Auditor,HSBC,Chicago,Compliance,89758
Tutor,BMW,Dubai,Mentoring,59234
Receptionist,Disney,Toronto,Front Desk,40418
Photographer,Coca Cola,Toronto,Photography,41215
HR Manager,Disney,New York,Recruitment,91992
Legal Advisor,Pfizer,New York,Contract Drafting,88567
Psychologist,Infosys,Singapore,Counseling,61873
Web Developer,KPMG,Berlin,JavaScript,111513
Electrician,Infosys,Dubai,Wiring,63928
Pharmacist,Deloitte,Chicago,Pharmacology,101440
Compliance Officer,Deloitte,Berlin,Regulation,92480
Carpenter,Deloitte,Bangalore,Woodworking,48373
Receptionist,BMW,Sydney,Front Desk,55139
Legal Advisor,Infosys,Tokyo,Contract Drafting,96981
Radiologist,Coca Cola,Sydney,Imaging,192341
Radiologist,Wipro,Sydney,Imaging,167332
Cybersecurity Analyst,Coca Cola,Berlin,Network Security,102840
Operations Manager,Meta,Tokyo,Process Optimization,90928
Support Specialist,Apple,Bangalore,Troubleshooting,34266
Auditor,Tesla,Dubai,Compliance,113636
Auditor,Pfizer,Paris,Compliance,91481
Librarian,Wipro,Bangalore,Cataloguing,68430
Chef,Google,Singapore,Culinary Arts,59116
Receptionist,Tesla,San Francisco,Front Desk,48987
Receptionist,McDonald's,Singapore,Front Desk,48982
Tax Consultant,Amazon,Sydney,Tax Filing,80867
Waiter,Google,Paris,Hospitality,27744
Researcher,Google,Paris,Data Analysis,119596
Tax Consultant,Amazon,London,Tax Filing,85047
Legal Advisor,Sony,Los Angeles,Contract Drafting,106454
Operations Manager,EY,Bangalore,Process Optimization,85977
Pharmacist,Coca Cola,Toronto,Pharmacology,85801
Judge,Tesla,Chicago,Judicial Review,180527
Project Manager,Microsoft,Toronto,Agile,101483
Paralegal,Tesla,Sydney,Legal Research,47230
Waiter,BMW,Toronto,Hospitality,23699
Auditor,Apple,San Francisco,Compliance,59586
Paralegal,KPMG,Berlin,Legal Research,60730
Cashier,Deloitte,Paris,Billing,32126
Accountant,Infosys,Dubai,Bookkeeping,80754
Financial Analyst,Meta,Singapore,Excel Modeling,94101
Librarian,Coca Cola,Tokyo,Cataloguing,39524
